recency,frequency,tenure,capacity score,last gift amount,region,age,gender,marital status
16,0.23,8,50,1067.41,1,53,m,y
3,0.15,64,15,548.85,7,78,m,w
1,0.27,121,47,2469.74,7,45,f,y
1,0.26,44,61,28991.06,10,46,m,n
14,0.33,69,78,7237.36,3,62,m,w
5,0.18,86,16,651.63,6,46,f,y
4,0.42,65,79,2450.96,4,57,f,n
9,0.38,110,59,109356.18,4,31,f,y
4,0.37,175,41,211.73,9,88,m,w
36,0.15,114,19,1619.2,7,34,f,w
4,0.26,10,41,608.9,6,50,f,y
3,0.17,51,14,4301.85,9,54,m,y
17,0.18,137,26,7258.61,3,83,f,w
1,0.21,19,39,402.38,4,35,f,y
0,0.2,16,50,4067.0,9,84,f,n
5,0.2,27,44,693.29,4,66,f,y
36,0.18,111,40,1372.52,7,61,m,y
3,0.19,10,36,1586.84,9,40,f,y
9,0.37,145,93,8200.36,4,63,f,y
5,0.25,154,56,7815.33,9,44,f,y
10,0.49,84,94,2202.28,7,73,f,w
3,0.17,29,32,3164.08,4,40,m,n
18,0.28,18,65,3245.66,3,53,m,y
0,0.26,101,48,2519.42,6,46,m,n
13,0.24,31,51,11982.3,3,40,f,n
0,0.37,45,32,446.21,7,66,m,y
36,0.2,31,32,0.0,1,63,f,n
1,0.27,178,61,4900.04,7,73,m,w
3,0.23,35,39,705.06,3,28,m,y
4,0.23,69,41,8344.06,9,70,m,y
29,0.45,116,61,0.0,6,92,f,n
0,0.23,78,30,1192.8,7,48,f,n
2,0.24,93,47,2726.76,9,83,f,y
6,0.24,129,40,0.0,6,51,f,w
6,0.19,171,33,5948.43,10,34,m,n
1,0.35,151,65,10194.76,2,50,m,y
4,0.15,142,34,0.0,6,70,f,y
0,0.29,133,58,1569.8,6,42,f,y
12,0.27,43,80,3842.88,2,45,m,y
1,0.28,154,67,24514.76,7,63,f,y
1,0.24,76,57,3314.09,9,55,m,n
4,0.26,145,46,0.0,10,63,m,n
14,0.28,41,72,15198.43,4,58,m,y
4,0.3,127,59,38934.65,5,62,f,y
5,0.39,16,83,30115.34,6,48,m,y
0,0.43,133,67,16689.32,1,58,m,y
4,0.34,32,64,15109.63,8,41,m,n
20,0.4,79,83,15783.21,9,74,m,y
0,0.51,86,100,4450.88,1,45,f,n
3,0.22,112,41,3437.84,4,71,m,w
6,0.25,70,40,2597.32,6,51,m,n
12,0.15,167,29,72864.75,10,58,f,y
13,0.37,132,98,0.0,1,47,m,y
0,0.27,39,57,3845.1,3,39,m,y
18,0.45,69,53,2343.56,7,28,m,n
5,0.28,22,81,11762.88,8,39,f,n
0,0.35,110,75,21167.45,8,50,f,n
5,0.21,94,15,10368.01,5,58,m,n
16,0.32,113,63,0.0,1,70,f,n
1,0.34,144,72,1828.9,1,48,f,n
16,0.41,153,65,5304.05,8,41,f,y
6,0.29,73,50,1387.34,5,33,m,n
1,0.36,167,39,99687.01,9,62,m,n
5,0.38,47,89,17166.75,1,75,f,y
3,0.36,174,47,3523.76,2,73,f,w
10,0.34,150,53,9706.13,4,65,f,w
7,0.21,17,32,7173.61,10,64,m,y
7,0.21,73,43,3902.44,7,80,m,w
6,0.39,46,33,1229.03,4,59,f,y
10,0.18,147,54,502.43,8,64,f,y
2,0.39,9,45,4383.55,7,50,m,y
7,0.28,131,43,37247.38,5,34,m,n
2,0.28,82,45,1290.21,7,44,m,y
0,0.23,79,49,687.24,8,54,f,y
10,0.23,147,50,0.0,3,55,f,n
2,0.33,14,62,10086.96,3,83,f,y
0,0.17,176,33,778.77,2,56,f,y
1,0.18,153,25,1761.48,4,72,m,y
36,0.23,6,26,1288.85,4,48,f,y
14,0.3,113,81,10076.4,4,50,f,y
6,0.21,98,36,4284.44,2,35,f,y
3,0.84,77,62,879.85,7,43,f,y
3,0.17,22,37,290.44,10,62,m,y
3,0.39,94,92,3173.07,3,55,f,y
33,0.25,25,45,405.8,10,69,f,w
11,0.16,64,48,601.05,1,57,f,y
3,0.29,146,74,43949.24,2,49,m,n
0,0.24,126,59,52337.32,5,87,f,y
2,0.4,82,58,18624.0,9,53,m,y
1,0.45,55,55,142.2,4,72,m,y
1,0.35,99,41,53654.29,6,48,m,n
23,0.49,173,59,0.0,3,65,f,y
2,0.27,140,37,3762.1,9,68,m,n
1,0.36,60,55,33971.75,2,58,m,n
14,0.32,56,83,0.0,8,25,f,y
13,0.37,81,54,11119.07,3,55,f,w
4,0.5,135,66,1246.92,8,73,f,y
7,0.2,19,35,4073.86,3,62,m,y
31,0.31,111,27,13203.97,4,61,f,y
23,0.19,150,41,3650.44,8,29,m,y
2,0.19,82,15,2660.27,10,44,m,y
4,0.46,134,65,756.87,4,61,m,n
2,0.48,124,71,26719.19,9,61,f,y
1,0.41,116,74,4588.72,9,73,m,w
1,0.2,6,37,94.4,6,52,m,y
7,0.22,116,70,3865.93,1,61,m,w
6,0.56,31,26,2169.42,9,55,f,y
13,0.17,121,13,0.0,9,40,f,n
3,0.08,179,5,2832.3,7,25,f,n
9,0.48,18,36,2494.82,9,61,m,y
36,0.3,39,78,15498.23,8,57,m,y
4,0.53,67,51,1291.58,9,45,m,y
7,0.34,78,80,0.0,9,30,f,y
9,0.35,56,21,0.0,7,64,m,y
7,0.38,46,47,4083.05,6,51,m,n
1,0.17,60,35,1975.78,2,63,f,y
6,0.27,161,61,1865.01,7,82,m,n
0,0.35,99,70,3460.25,1,25,m,y
14,0.36,140,41,1832.61,6,44,m,n
4,0.3,7,81,77866.89,6,51,m,y
5,0.33,7,86,11665.18,7,76,f,y
0,0.22,161,52,32785.04,2,30,f,y
1,0.18,59,37,3187.77,4,84,m,y
3,0.17,99,44,10827.0,2,57,m,n
16,0.38,63,85,18741.04,4,53,f,n
1,0.33,66,77,3030.79,3,52,f,n
3,0.44,109,55,439.11,2,48,m,n
16,0.39,173,67,5628.11,2,70,f,w
11,0.32,23,82,231.89,3,38,m,n
3,0.5,147,52,9828.44,10,60,f,y
0,0.18,30,34,2341.0,4,49,f,y
6,0.29,143,51,5527.66,7,43,f,y
2,0.24,105,51,1231.49,4,93,f,n
7,0.25,53,55,2268.51,7,61,m,y
0,0.18,58,17,2090.0,4,64,f,y
2,0.47,142,41,529.29,3,72,f,y
1,0.25,144,62,14245.59,8,33,f,n
10,0.16,32,25,0.0,3,81,m,w
10,0.2,64,56,255.62,8,25,f,y
11,0.18,146,46,5485.92,2,43,f,n
29,0.21,144,35,0.0,3,48,m,n
7,0.34,62,28,2415.97,4,63,m,w
14,0.24,115,52,0.0,3,58,m,y
7,0.11,111,11,1469.24,6,52,f,n
4,0.26,29,42,952.8,9,54,f,y
12,0.29,173,50,3292.2,10,40,f,n
4,0.3,84,78,24316.66,8,32,m,n
23,0.27,89,66,1180.56,4,65,f,n
0,0.22,7,63,7642.37,2,65,f,y
8,0.21,148,28,0.0,10,78,m,w
25,0.22,53,60,0.0,1,43,m,y
3,0.29,103,75,5028.06,4,65,m,y
1,0.16,51,36,1344.33,5,50,f,n
2,0.13,100,38,252.58,2,72,m,w
0,0.34,163,36,250.76,3,70,m,w
3,0.29,161,76,6986.56,4,58,m,n
9,0.22,102,58,5349.51,3,49,f,y
12,0.24,174,62,0.0,8,69,m,y
6,0.45,118,59,459.77,2,64,m,y
10,0.24,26,40,1616.81,9,44,m,y
0,0.17,92,41,2239.96,6,35,m,y
1,0.31,47,60,683.27,1,50,m,y
3,0.25,18,65,1251.5,8,77,f,y
16,0.37,50,58,7145.03,10,72,f,w
3,0.28,95,45,609.97,6,38,f,n
0,0.23,152,55,1771.53,4,37,f,n
1,0.31,160,64,18465.36,6,74,m,y
11,0.2,173,38,0.0,2,37,f,y
12,0.23,140,51,191.35,1,62,m,y
7,0.36,30,53,6172.14,6,45,m,y
36,0.44,109,82,0.0,8,79,f,w
8,0.25,169,29,26.76,5,43,f,y
2,0.25,76,80,1329.66,8,72,f,w
7,0.29,124,67,7149.65,3,57,f,w
0,0.23,89,45,11635.38,6,58,f,y
8,0.26,157,76,18041.02,1,25,f,y
22,0.18,97,26,0.0,3,25,f,n
8,0.19,118,41,270.69,4,51,f,n
8,0.24,74,18,4137.89,5,58,m,n
6,0.36,57,45,362.54,3,38,m,n
8,0.42,169,47,349.55,8,38,f,y
18,0.19,38,46,0.0,5,63,m,y
0,0.33,58,68,309.25,7,63,m,y
0,0.17,43,31,4788.63,5,52,m,y
0,0.38,177,100,14905.8,8,66,m,y
29,0.22,10,69,0.0,1,37,f,y
0,0.32,123,43,15358.53,3,49,f,n
2,0.19,36,36,4244.75,3,79,f,n
21,0.27,142,44,0.0,10,56,f,y
18,0.32,37,36,2031.85,10,56,f,y
0,0.16,174,18,786.98,3,89,f,n
10,0.71,10,55,3108.17,6,34,f,y
10,0.27,59,20,600.82,9,66,m,n
9,0.2,33,33,0.0,6,79,m,w
13,0.24,176,24,2716.65,5,50,m,n
11,0.28,17,56,4438.87,1,67,f,y
22,0.22,22,70,16731.07,2,40,f,n
25,0.22,13,55,3053.42,1,44,f,y
3,0.36,23,80,24312.67,6,60,f,y
1,0.21,122,37,4030.11,3,66,m,y
23,0.21,15,46,11648.18,5,71,m,w
2,0.34,44,60,767.5,6,78,f,y
0,0.64,46,51,1175.88,5,53,m,w
0,0.21,113,38,691.41,3,72,f,y
6,0.55,49,75,72783.15,2,49,f,y
2,0.43,48,93,2632.82,2,68,f,n
5,0.24,116,64,7877.65,2,58,m,y
11,0.34,24,78,7098.3,10,61,f,y
1,0.26,26,36,1029.78,4,61,f,y
0,0.28,8,31,1300.66,4,30,f,y
11,0.26,109,25,456.44,3,38,f,y
8,0.31,61,68,6341.43,8,56,f,n
3,0.12,132,20,7388.37,4,29,m,n
1,0.4,176,69,702.16,8,67,f,w
0,0.23,134,51,78954.84,3,68,f,n
2,0.17,93,48,120.56,2,59,m,n
35,0.2,41,56,6968.47,8,38,m,n
3,0.11,11,18,135.65,6,75,m,w
12,0.38,79,80,77117.4,2,85,f,y
11,0.14,51,28,890.99,7,57,m,y
0,0.17,156,39,512.47,10,62,m,n
2,0.18,25,43,6005.09,7,58,f,y
15,0.18,171,44,0.0,4,62,f,w
3,0.31,40,63,130.15,8,53,m,y
10,0.29,167,58,246.51,3,54,m,y
3,0.25,52,31,11185.13,9,68,m,n
3,0.17,41,31,2347.46,5,90,m,y
7,0.29,21,37,6257.3,3,33,m,w
2,0.32,113,78,9487.22,9,53,f,w
5,0.32,70,82,71514.32,2,37,f,n
10,0.47,68,90,11627.62,2,78,f,y
0,0.25,57,65,6848.08,3,46,m,y
17,0.31,78,21,6688.91,9,33,f,n
5,0.25,65,53,4433.48,10,64,f,w
7,0.34,106,86,573940.63,3,81,m,y
10,0.45,22,71,2832.44,5,64,m,y
1,0.26,43,29,975.87,9,58,f,y
15,0.24,34,53,5894.46,10,61,f,y
3,0.39,36,74,410.6,6,76,m,w
0,0.44,59,53,2052.19,6,41,f,y
19,0.35,107,48,122.63,1,53,f,y
12,0.43,31,86,34759.82,2,48,f,n
3,0.92,146,100,9602.84,9,37,m,n
15,0.14,24,40,491.88,8,50,f,n
8,0.46,116,100,0.0,2,71,m,w
12,0.3,32,72,36095.73,5,63,f,y
27,0.52,18,67,0.0,5,64,f,y
0,0.16,57,33,3144.23,6,57,m,w
12,0.28,103,39,0.0,4,62,f,w
0,0.12,24,16,2824.49,9,42,m,n
9,0.64,88,42,759.57,5,50,f,n
13,0.33,8,70,2786.4,4,57,m,w
4,0.31,72,62,1661.42,9,59,f,y
2,0.21,31,44,1444.52,2,59,m,y
2,0.27,11,42,375.98,2,52,f,n
3,0.63,146,76,220683.41,3,49,f,w
10,0.49,32,39,1390.52,10,95,f,w
36,0.24,110,54,29162.73,4,68,m,n
32,0.34,93,70,23137.94,10,61,f,y
1,0.24,15,36,5314.57,9,51,m,y
1,0.2,21,46,4830.06,5,48,f,y
1,0.36,28,79,67675.59,2,53,f,w
6,0.33,52,45,6851.58,3,59,f,y
7,0.45,17,79,6264.37,8,26,f,y
18,0.29,161,37,3057.73,6,31,m,w
4,0.12,82,18,380.27,5,45,f,y
16,0.51,23,70,8738.24,4,58,m,n
1,0.27,63,64,4629.08,4,51,f,y
14,0.43,135,100,0.0,8,77,f,y
3,0.32,179,55,0.0,6,32,f,n
14,0.2,150,45,1141.79,5,43,f,w
3,0.15,92,18,444.46,5,77,m,y
10,0.19,69,36,3314.56,6,56,f,n
15,0.34,92,54,0.0,3,68,m,y
1,0.27,59,40,447.35,7,85,f,y
0,0.22,176,54,648.7,1,44,f,y
10,0.14,83,23,0.0,5,53,m,w
9,0.27,19,28,195.69,6,50,m,n
1,0.47,177,61,1746.89,2,25,m,y
36,0.39,43,100,515589.4,2,50,f,n
1,0.49,110,67,8039.8,9,68,m,y
5,0.35,21,59,10809.09,2,63,f,y
2,0.5,87,50,145.8,3,64,f,y
0,0.22,79,58,3535.19,1,49,m,n
4,0.22,35,23,1726.75,9,45,f,n
36,0.18,73,51,0.0,1,74,f,w
25,0.22,76,13,351.05,4,47,m,y
3,0.55,85,29,228.89,7,59,f,y
5,0.28,120,80,0.0,2,57,m,n
18,0.18,42,56,7639.44,8,76,m,y
19,0.45,60,29,0.0,8,69,f,w
12,0.18,172,42,2781.34,3,35,m,y
2,0.3,102,68,15161.43,4,37,f,y
3,0.26,104,41,2194.2,7,63,f,y
6,0.32,117,39,810.75,5,54,f,y
15,0.34,123,88,2141159.96,5,48,m,y
4,0.16,167,49,6619.62,2,70,m,y
7,0.31,62,46,0.0,6,57,m,y
4,0.23,102,56,19381.41,4,55,f,y
7,0.26,67,60,1627.25,5,66,f,y
0,0.23,44,50,2606.93,5,49,m,y
3,0.48,79,98,7360.42,2,78,m,y
11,0.38,72,95,0.0,8,43,m,y
0,0.16,34,32,902.66,1,64,m,y
13,0.15,36,46,0.0,2,76,f,w
33,0.28,65,53,2110.89,7,34,f,n
5,0.36,44,61,15084.39,7,49,f,y
1,0.49,6,36,117.32,2,72,m,y
15,0.26,61,62,1897.56,1,72,f,n
12,0.2,106,24,20950.25,10,52,m,w
30,0.34,96,98,0.0,1,43,f,y
2,0.41,154,78,22138.26,1,69,m,y
1,0.28,176,50,15197.22,6,72,f,y
1,0.21,135,39,5412.79,10,37,f,n
4,0.1,147,14,538.87,7,36,m,n
10,0.47,111,82,44428.17,2,58,f,y
1,0.46,136,83,7786.03,6,64,f,y
4,0.21,147,47,3266.84,4,50,m,n
2,0.4,10,46,2358.85,9,65,m,y
4,0.2,86,37,590.88,8,44,f,n
0,0.28,172,44,3804.64,8,25,f,n
3,0.29,134,59,0.0,2,48,f,y
0,0.21,125,52,199.43,5,55,f,y
11,0.38,48,100,27051.4,2,50,f,y
0,0.3,97,64,444.85,3,37,f,n
3,0.15,83,45,1784.55,8,27,f,n
1,0.16,20,22,686.15,5,47,m,n
10,0.25,51,64,7368.99,4,68,f,y
1,0.34,12,25,949.27,5,73,m,w
8,0.1,175,30,452.99,8,72,m,w
7,0.34,120,71,0.0,10,42,f,y
7,0.31,12,47,2505.25,7,37,m,y
2,0.15,93,21,2907.23,6,62,m,n
17,0.15,95,48,188.15,2,64,m,n
1,0.4,24,90,35045.15,10,61,f,y
3,0.17,58,20,248.97,5,25,f,n
10,0.2,95,44,10784.72,10,41,f,y
2,0.31,21,83,73700.64,9,54,f,y
7,0.33,67,40,115.45,9,62,m,n
10,0.21,70,47,3647.94,9,66,m,y
6,0.21,117,35,585.4,3,57,m,y
3,0.31,41,36,473.66,9,59,m,w
12,0.35,168,19,0.0,9,56,m,n
0,0.22,29,40,1612.45,5,65,m,w
2,0.26,74,50,385.57,6,59,m,n
3,0.33,124,52,10194.81,7,55,f,n
4,0.31,162,81,21811.78,10,50,f,n
0,0.34,134,36,17749.28,10,56,f,y
9,0.24,128,54,0.0,10,62,f,y
1,0.24,142,46,7498.8,6,59,m,y
17,0.53,105,66,10804.25,5,60,f,w
2,0.64,20,95,21178.57,1,75,m,y
2,0.18,79,25,12942.1,4,58,f,y
1,0.2,149,54,1632.69,8,45,f,n
11,0.14,41,41,0.0,8,68,f,y
21,0.15,58,27,36.16,6,34,f,y
12,0.33,84,69,39960.08,3,38,f,y
15,0.27,136,49,131.38,8,60,f,n
8,0.17,152,24,3425.64,7,62,m,y
3,0.26,46,62,18360.64,9,36,f,y
11,0.14,42,31,12775.42,3,49,m,y
1,0.19,141,34,3670.6,6,45,f,y
0,0.31,93,69,38083.05,1,47,m,y
3,0.4,19,88,2112.02,8,69,m,w
7,0.37,40,65,1583.85,2,65,f,y
8,0.21,149,28,0.0,5,54,m,y
4,0.39,76,27,434.27,6,46,f,w
15,0.31,168,35,992.85,4,34,m,n
13,0.31,13,35,786.17,9,76,f,y
0,0.17,17,40,539.95,3,63,f,y
9,0.21,115,65,0.0,2,44,f,n
10,0.37,85,58,14369.52,3,65,m,y
11,0.3,120,70,14947.11,5,53,m,y
12,0.3,73,87,18238.07,1,50,f,n
1,0.2,168,37,201.0,10,61,m,y
1,0.33,50,48,2206.03,4,43,m,n
6,0.24,46,41,2393.84,1,49,f,y
3,0.15,66,32,682.12,9,56,f,y
7,0.3,81,30,984.18,3,47,m,n
5,0.3,148,79,1649.4,2,65,m,y
2,0.29,104,35,466.8,5,83,m,n
9,0.53,72,76,6824.49,1,43,f,n
4,0.27,7,38,11083.71,10,30,m,n
13,0.27,127,35,5373.31,7,25,f,y
0,0.14,139,15,515.94,9,52,m,n
2,0.3,21,65,1178.04,1,45,m,y
0,0.34,28,68,10578.24,8,58,f,n
4,0.27,100,78,6886.9,8,56,m,n
1,0.18,119,30,275.85,7,30,f,n
1,0.14,46,26,92.13,10,27,f,n
9,0.26,163,20,153.78,4,59,m,y
12,0.35,124,67,2215.64,7,57,f,y
2,0.28,127,76,12304.26,2,48,m,y
7,0.31,60,62,25684.71,6,30,m,n
6,0.29,137,43,364.62,5,62,m,y
0,0.25,115,59,5298.65,5,74,f,w
22,0.31,105,64,74554.08,8,59,m,w
3,0.27,33,55,864.46,1,42,f,y
2,0.29,33,59,4956.65,8,55,f,y
7,0.25,128,54,4728.35,4,34,m,n
3,0.22,31,52,4666.81,10,70,m,y
2,0.17,172,24,652.9,6,56,f,y
10,0.2,18,47,19489.48,6,28,f,y
10,0.14,76,38,248.49,1,50,f,y
9,0.25,59,55,5361.88,8,61,f,n
15,0.44,18,44,1132.34,4,50,m,w
5,0.25,125,58,3630.85,9,50,f,y
8,0.31,64,62,8795.95,7,36,f,n
36,0.16,9,30,7007.28,4,63,f,y
2,0.24,85,54,1551.06,1,45,f,n
14,0.35,65,54,0.0,9,25,f,n
1,0.33,52,37,368.83,10,49,f,y
4,0.35,82,59,11298.55,6,69,f,w
4,0.26,10,64,14360.7,6,49,m,y
11,0.18,41,37,733.91,1,81,f,y
9,0.34,24,40,9040.62,5,61,m,n
11,0.25,35,21,69792.3,4,60,m,y
6,0.37,116,67,1795.05,1,53,m,y
0,0.13,46,22,1259.08,7,53,m,n
7,0.35,33,58,1959.64,4,51,m,y
2,0.27,36,54,50113.47,3,50,f,y
4,0.39,176,100,7160.76,2,62,m,y
0,0.21,142,62,3413.37,8,40,f,y
1,0.31,17,77,12468.34,5,38,m,y
4,0.27,145,44,476.66,10,38,m,y
9,0.35,47,61,29166.4,9,85,m,w
3,0.25,95,40,708.3,5,62,m,w
4,0.51,21,40,1036.28,10,59,f,y
8,0.19,104,54,1102.27,1,39,f,y
1,0.25,137,39,1102.18,10,64,m,n
0,0.35,120,54,3212.44,5,53,m,w
17,0.29,18,72,518.48,5,58,f,y
3,0.19,65,60,7620.44,8,40,m,n
3,0.16,33,26,197.72,6,57,m,y
12,0.2,114,49,1722.58,5,48,f,w
2,0.35,145,96,1056.63,8,43,m,y
14,0.25,157,81,5419.4,1,66,f,w
8,0.38,97,63,10807.81,5,31,f,y
12,0.46,134,61,5151.42,3,63,m,w
5,0.21,167,41,868.29,5,65,m,y
0,0.29,136,49,54598.95,3,41,f,n
11,0.29,27,21,5182.01,4,42,m,n
2,0.19,90,37,1181.82,9,51,f,n
8,0.26,32,44,2316.09,2,59,f,n
0,0.45,154,59,2686.31,10,52,m,y
9,0.32,146,65,6016.29,1,61,f,n
1,0.42,49,86,21945.75,4,81,m,w
1,0.15,85,46,4169.07,8,47,m,y
3,0.19,115,42,241.86,5,29,f,n
23,0.19,29,18,6056.67,9,67,f,w
3,0.23,179,52,12169.78,10,80,f,w
2,0.27,22,52,2955.41,3,60,m,n
2,0.35,10,32,1760.0,9,38,f,n
9,0.4,43,32,0.0,1,53,m,n
20,0.3,64,79,0.0,2,38,f,n
4,0.2,160,43,8521.01,9,64,f,w
6,0.37,110,26,154.44,9,34,f,n
13,0.29,101,59,989.7,10,50,f,n
6,0.19,95,36,3854.24,5,39,f,y
8,0.78,76,74,0.0,10,56,f,y
10,0.44,105,53,1259.76,4,49,f,n
18,0.24,60,44,650.78,9,57,f,n
2,0.3,76,81,2848087.7,10,55,f,y
0,0.3,176,68,33000.19,2,40,f,y
28,0.31,96,44,2164.1,3,64,f,y
36,0.12,171,39,0.0,8,54,m,n
18,0.28,117,77,7099.42,1,40,m,n
2,0.17,93,51,680.72,2,88,f,w
5,0.4,66,46,19198.85,5,62,f,y
11,0.16,178,36,848.77,7,52,f,y
1,0.54,113,62,768.78,10,76,m,y
19,0.17,162,39,1022.02,9,82,m,y
14,0.2,39,50,34373.59,3,52,f,n
9,0.28,154,59,6453.85,4,60,f,y
15,0.19,50,33,1758.88,10,40,m,y
6,0.3,134,96,36073.31,1,52,f,y
1,0.3,143,45,1425.62,1,52,f,y
2,0.22,99,70,5140.4,1,57,m,y
7,0.25,33,66,18262.85,4,59,m,y
28,0.28,111,53,1758.77,9,63,m,y
0,0.25,35,67,3676.32,8,58,m,y
8,0.25,33,61,0.0,4,36,m,y
11,0.09,162,25,287.61,8,40,m,n
15,0.66,36,87,15015.12,7,46,m,w
23,0.35,112,64,426.22,6,50,f,n
0,0.19,88,39,314.11,10,70,f,n
1,0.19,114,48,2902.79,2,37,f,n
1,0.31,36,50,28636.35,3,49,m,y
16,0.21,46,51,0.0,4,69,f,y
1,0.25,69,51,271.33,7,50,f,y
0,0.15,127,47,1011.98,8,61,f,y
0,0.28,175,60,4302.85,8,52,f,n
4,0.4,49,53,4142.82,4,58,f,y
7,0.36,164,26,2275.51,9,51,f,w
2,0.32,121,72,5865.86,8,65,f,y
2,0.33,144,37,3132.3,5,31,m,n
0,0.35,41,51,15747.89,3,49,m,n
4,0.2,113,64,487.03,2,59,m,w
5,0.22,37,49,1154.75,9,63,m,n
8,0.2,109,64,8726.28,1,77,m,y
6,0.33,172,83,13562.41,7,49,f,n
2,0.22,72,53,16741.47,7,77,m,y
16,0.21,97,44,1416.91,1,45,f,n
3,0.13,30,18,241.28,7,74,f,y
9,0.21,33,61,0.0,1,67,m,y
9,0.51,152,29,152.93,2,41,f,n
0,0.38,162,29,1558.28,9,59,m,y
6,0.23,24,66,3480.02,8,54,f,y
4,0.26,61,62,5803.64,9,64,f,y
16,0.3,151,38,345.86,9,51,m,n
4,0.29,178,44,6980.11,4,50,f,n
0,0.23,118,47,11699.53,5,75,f,w
16,0.55,93,99,17876.89,10,53,m,w
17,0.16,107,34,1712.56,7,67,f,y
10,0.32,131,39,2506.93,6,51,f,y
6,0.37,87,26,0.0,9,79,m,w
13,0.15,46,44,1371.52,2,44,f,n
1,0.27,131,60,5846.13,8,45,m,y
9,0.23,18,74,1851.77,2,77,f,y
1,0.31,104,46,7338.31,2,48,m,y
11,0.34,88,53,0.0,3,79,f,y
1,0.21,29,31,3486.64,4,68,f,y
10,0.14,166,20,288.08,6,52,m,y
1,0.22,102,50,5879.83,6,27,m,y
12,0.31,78,59,3602.22,2,54,m,y
1,0.31,8,46,100104.61,6,56,f,n
4,0.24,8,54,8183.3,8,72,m,w
16,0.22,35,53,6205.17,5,78,f,y
10,0.36,151,100,2407.93,1,44,f,n
15,0.18,176,56,0.0,8,67,f,w
8,0.44,71,57,7449.95,6,66,m,y
3,0.23,32,71,52646.82,2,71,m,w
3,0.27,105,52,7278.88,7,62,m,y
1,0.3,110,39,4104.7,8,25,f,n
4,0.21,115,47,3040.31,2,52,f,y
18,0.17,24,56,29407.51,1,37,f,y
11,0.34,21,43,1070.01,6,51,m,w
0,0.13,31,25,2560.22,6,69,f,w
1,0.17,19,30,1652.44,8,59,m,y
8,0.42,52,67,7525.89,7,72,m,w
1,0.25,151,55,2008.92,8,60,f,y
4,0.16,161,28,1745.63,10,35,m,n
20,0.29,116,74,0.0,10,25,f,y
20,0.57,152,31,1368.84,5,57,f,y
2,0.27,35,79,60458.89,2,51,f,n
7,0.17,110,38,118359.72,5,40,m,y
9,0.2,154,49,0.0,2,29,m,y
1,0.28,154,31,621.2,9,43,m,y
0,0.34,53,78,21230.72,5,52,m,y
3,0.13,163,36,1958.08,1,64,f,n
25,0.26,47,63,0.0,9,57,f,y
14,0.31,170,43,5192.27,10,79,m,w
0,0.48,46,53,13895.35,5,39,f,y
16,0.29,179,83,0.0,1,68,f,y
8,0.45,101,44,92035.65,9,55,m,y
5,0.3,99,80,484.76,9,65,m,n
6,0.28,93,72,345112.33,10,48,m,y
10,0.29,6,75,11442.5,10,71,f,n
5,0.34,59,80,0.0,9,59,f,y
5,0.23,121,36,335.84,6,44,f,n
3,0.17,40,31,2977.49,10,54,m,y
11,0.09,149,11,598.84,10,51,f,n
3,0.26,10,40,1212.49,2,62,m,y
16,0.27,164,62,29223.73,7,37,f,y
11,0.31,114,75,0.0,2,54,f,y
5,0.21,42,5,0.0,4,60,m,y
6,0.18,124,41,51465.32,4,55,f,y
23,0.37,158,83,9056.52,10,75,f,w
5,0.43,112,66,21738.97,7,66,f,y
11,0.2,118,36,570.0,6,54,m,y
1,0.33,158,69,2360.7,10,58,m,y
2,0.53,72,65,1035.2,7,59,f,y
1,0.28,43,32,2080.09,6,61,f,y
3,0.28,135,74,0.0,1,27,m,n
21,0.29,153,75,15449.17,4,50,f,y
0,0.08,91,0,3138.12,3,32,m,n
10,0.21,16,25,33.91,7,74,f,y
14,0.19,124,42,3094.38,7,54,m,y
5,0.15,87,19,474.15,4,52,m,y
10,0.29,164,45,9858.39,7,68,f,y
19,0.4,40,27,338.38,4,61,m,y
7,0.21,177,46,0.0,9,38,f,y
20,0.24,50,52,703.4,3,53,f,y
2,0.29,154,41,6380.44,10,49,m,n
0,0.1,153,27,4.55,2,28,m,y
1,0.27,14,67,3865.84,5,44,f,n
22,0.22,100,51,3109.36,9,52,m,y
5,0.39,142,77,0.0,3,53,f,w
5,0.41,166,100,4928.41,1,32,f,y
15,0.14,6,27,0.0,9,72,f,y
13,0.27,8,63,354.44,5,53,f,w
4,0.25,172,61,0.0,2,55,m,y
10,0.28,145,65,0.0,6,61,f,y
5,0.22,99,38,303.21,3,43,f,n
3,0.47,149,58,6777.54,9,61,m,y
4,0.55,93,53,12704.03,3,49,f,w
9,0.63,32,48,784.83,2,41,f,n
2,0.15,34,34,828.46,3,63,m,n
1,0.37,132,65,1590.48,6,77,m,w
2,0.5,125,59,3236.89,3,65,f,y
17,0.42,110,45,0.0,9,68,m,y
7,0.19,83,46,11982.6,9,47,m,n
3,0.5,74,94,20323.05,9,31,m,y
7,0.29,112,73,2283.16,2,77,m,y
14,0.35,107,37,0.0,7,85,m,n
4,0.25,11,39,365.01,2,78,f,w
1,0.25,157,62,21344.89,1,49,m,y
2,0.28,45,66,4200.66,5,37,f,n
10,0.19,38,63,4152.49,8,39,m,y
2,0.24,142,37,0.0,3,29,m,y
2,0.19,72,29,912.62,7,53,m,n
19,0.15,156,20,0.0,6,79,m,w
7,0.18,27,38,0.0,1,52,m,y
0,0.32,77,69,6113.37,7,59,f,y
12,0.31,83,58,1115.05,3,75,f,y
2,0.28,99,40,5741.22,4,48,m,n
